Year, NodeId, Gender, IP_Key:Cohort, Age, Population, Infected, Newly Infected, On_ART, Died, Died_from_HIV, Tested Past Year or On_ART, Tested Ever, Diagnosed, Newly Tested Positive, Newly Tested Negative,STIDebut
2015.5,1,0,Yes_HIV-,0,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,0,Yes_HIV-,10,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,0,Yes_HIV-,13,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,0,Yes_HIV-,16,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,0,Yes_HIV-,21,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,0,Yes_HIV-,25,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,0,Yes_HIV-,30,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,0,Yes_HIV-,40,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,0,Yes_HIV-,50,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,0,Yes_HIV+,0,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,0,Yes_HIV+,10,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,0,Yes_HIV+,13,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,0,Yes_HIV+,16,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,0,Yes_HIV+,21,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,0,Yes_HIV+,25,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,0,Yes_HIV+,30,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,0,Yes_HIV+,40,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,0,Yes_HIV+,50,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,0,No,0,24542,0,0,0,162,0,371,371,0,0,378,0
2015.5,1,0,No,10,6382,0,0,0,8,0,0,0,0,0,0,0
2015.5,1,0,No,13,6209,48,109,0,7,0,0,0,0,0,0,58
2015.5,1,0,No,16,9098,487,477,0,19,1,0,0,0,0,0,1010
2015.5,1,0,No,21,5967,307,260,0,11,0,0,0,0,0,0,0
2015.5,1,0,No,25,6207,901,1011,0,15,1,0,0,0,0,0,0
2015.5,1,0,No,30,9647,1574,1547,0,24,2,0,0,0,0,0,0
2015.5,1,0,No,40,6283,983,917,0,31,4,0,0,0,0,0,0
2015.5,1,0,No,50,6302,762,772,0,100,3,0,0,0,0,0,0
2015.5,1,1,Yes_HIV-,0,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,1,Yes_HIV-,10,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,1,Yes_HIV-,13,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,1,Yes_HIV-,16,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,1,Yes_HIV-,21,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,1,Yes_HIV-,25,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,1,Yes_HIV-,30,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,1,Yes_HIV-,40,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,1,Yes_HIV-,50,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,1,Yes_HIV+,0,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,1,Yes_HIV+,10,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,1,Yes_HIV+,13,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,1,Yes_HIV+,16,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,1,Yes_HIV+,21,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,1,Yes_HIV+,25,0,0,0,0,0,0,0,0,0,0,0,0
2015.5,1,1,Yes_HIV+,30,0,0,0,0,0,0,0,0,0,0,0,0
